BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
4,RIDGEWOOD,41 TAX CLASS 4 - OTHER                     ,11385,0,1,200,1931,4,Z9,950000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,300,1950,1,A2,365700
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS                    ,10306,2,0,300,1920,1,B2,290000
1,HARLEM-CENTRAL,29 COMMERCIAL GARAGES                      ,10039,0,1,322,1972,4,G5,6750000
1,CLINTON,41 TAX CLASS 4 - OTHER                     ,10019,0,2,336,1998,4,Z9,4700000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,358,1925,1,A6,161000
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS                    ,10306,1,0,380,1920,1,A3,967745
5,CONCORD,29 COMMERCIAL GARAGES                      ,10304,0,1,400,1800,4,G9,340000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,400,1940,1,A9,333904
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,400,1920,1,A6,68900
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,400,1920,1,A6,231000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,408,1920,1,A2,321300
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,416,1920,1,A2,213983
4,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS                    ,11694,1,0,420,1920,1,A6,110000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,420,1925,1,A2,250000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,420,1930,1,A6,135000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,420,1930,1,A6,221200
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,420,1925,1,A6,182418
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,432,1925,1,A6,80560
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,432,1925,1,A6,108250
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,11413,2,0,444,1920,1,B3,810000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,448,1920,1,A6,285500
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,448,1935,1,A2,260000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,448,1920,1,A6,63882
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,448,1920,1,A2,235000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,450,1930,1,A9,320000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,450,1935,1,A6,258546
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,450,1987,1,A6,62000
5,MIDLAND BEACH,06 TAX CLASS 1 - OTHER                     ,10305,1,0,450,1925,1,G0,252000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,456,1950,1,A2,465000
5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,10304,1,0,456,1930,1,A2,200000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,460,1925,1,A6,230000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,480,1940,1,A2,230000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,484,1920,1,A6,185500
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,496,1940,1,A2,399000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,498,1925,1,A2,168000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,500,1930,1,A6,79717
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,504,1920,1,A2,223892
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,518,1925,1,A6,193000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,518,1935,1,A6,175000
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,520,1989,1,A5,315000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,528,1970,1,A2,655000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,528,1965,1,A2,547000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,528,1925,1,A6,170000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,532,1940,1,A2,260000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,540,1920,1,A2,250712
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,546,1920,1,A6,250000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,552,1930,1,A2,465000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,560,1910,1,A1,205000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,560,1975,1,A2,296217
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,560,1935,1,A6,259200
5,PRINCES BAY,01 ONE FAMILY DWELLINGS                    ,10309,1,0,560,1940,1,A6,390000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,560,1920,1,A2,103000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,565,1945,1,A2,310535
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,570,1910,1,A2,200000
4,REGO PARK,29 COMMERCIAL GARAGES                      ,11374,0,1,575,1940,4,GU,500000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,576,1950,1,A2,357500
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1986,1,A5,290000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1986,1,A5,320000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1986,1,A5,322500
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1986,1,A5,315000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1986,1,A5,290000
5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,10306,2,0,576,1986,1,B9,340000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,576,1920,1,A6,100000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,580,1920,1,A6,68900
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,588,1960,1,A5,350000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,588,1945,1,A6,100700
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,596,1925,1,A2,240000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,600,1995,1,A5,290000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,600,1935,1,A2,400000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,600,1920,1,A6,418500
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,600,1925,1,A6,285000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,600,1920,1,A2,260000
5,PORT IVORY,06 TAX CLASS 1 - OTHER                     ,10303,0,0,600,1931,1,G0,140000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,603,1940,1,A2,265000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,608,1930,1,A6,230000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,612,1925,1,A2,220000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,612,1935,1,A2,153700
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,616,1950,1,A2,220000
5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,10306,1,0,624,1975,1,A1,650000
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,11385,2,0,625,1910,1,B3,1065000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,625,2016,1,A1,931698
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,630,1945,1,A2,321280
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,630,1930,1,A6,195500
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,630,1935,1,A2,408000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,636,1920,1,A6,150000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11429,2,0,638,1920,1,B3,790000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,639,1920,1,A2,395000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,640,1930,1,A6,223510
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,640,1925,1,A2,111300
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,646,1950,1,A5,300000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,648,1920,1,A6,300000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,648,1915,1,A6,202648
5,NEW DORP,02 TWO FAMILY DWELLINGS                    ,10306,2,0,650,2016,1,B2,809508
5,PORT IVORY,01 ONE FAMILY DWELLINGS                    ,10303,1,0,650,1920,1,A9,112500
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,654,2008,1,A1,198750
5,TRAVIS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,657,1920,1,A2,350000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,658,1930,1,A6,234000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,662,1920,1,A9,380000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,665,1955,1,A5,344500
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11411,1,0,672,1960,1,A2,260000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,672,1950,1,A2,460000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,672,1930,1,A6,208000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,672,1960,1,A2,482000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,675,1935,1,A9,367000
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,10310,1,0,680,1955,1,A5,351000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,680,1990,1,A5,305000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,684,1940,1,A6,428433
5,NEW DORP-BEACH,06 TAX CLASS 1 - OTHER                     ,10306,1,1,684,1930,1,G0,204830
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,685,1920,1,A2,325000
4,ST. ALBANS,22 STORE BUILDINGS                         ,11412,0,1,688,1949,4,K1,390000
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,700,1950,1,A2,400000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,700,1994,1,A5,236000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,700,1995,1,A5,350000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,700,1930,1,A1,580000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10306,1,0,702,1950,1,A2,550000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,703,1920,1,A9,305000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,703,1920,1,A9,390000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,703,1920,1,A9,225000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11411,1,0,704,1940,1,A2,180000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,704,1920,1,A2,185000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,704,1925,1,A1,320000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,704,1925,1,A2,740000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,704,1930,1,A2,450000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,706,1920,1,A9,230000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,710,1955,1,A2,415000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,711,1950,1,A2,295000
5,GRANT CITY,02 TWO FAMILY DWELLINGS                    ,10306,2,0,716,1899,1,B1,419000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,720,1920,1,A2,400000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,720,1920,1,A2,305000
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,720,1945,1,A2,459000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,720,1950,1,A2,334000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,720,1950,1,A2,495000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,720,1955,1,B1,410000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,725,1955,1,A5,220000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,725,1955,1,A5,120000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,728,1965,1,A9,232500
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,730,1920,1,A1,445000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,232500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,239000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,399831
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,345000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,197730
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,732,1930,1,A9,550122
5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,10304,1,0,732,1920,1,A1,330000
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,736,1955,1,A2,569000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,736,1899,1,A1,165000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,736,1988,1,A5,390000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,736,1988,1,A5,336000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,736,1988,1,A5,297965
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,736,1925,1,A6,338000
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,736,1955,1,A2,279460
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,740,1930,1,A2,153700
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10302,1,0,740,1899,1,A1,240000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,744,1925,1,A6,243360
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,744,1925,1,A6,312560
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,10301,1,0,748,1950,1,A2,425000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,750,1910,1,A1,270000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,750,1899,1,A9,260000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,750,1899,1,A9,579781
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,750,1987,1,A5,250000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,753,1915,1,A9,265000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,756,1901,1,A1,385000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,756,1920,1,A9,320000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,756,1925,1,A1,462000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,756,1920,1,A1,370000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,756,1930,1,A2,140000
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,756,1987,1,A5,433000
5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,10306,1,0,756,1955,1,A2,422000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,756,1987,1,A5,290000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,756,1987,1,A5,268000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,756,1987,1,A5,285000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,756,1990,1,A5,305000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,756,1990,1,A5,316700
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,756,1989,1,A5,370000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,756,1989,1,A5,220000
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS                    ,10307,1,0,756,1989,1,A5,225000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,760,1940,1,A5,399000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,760,1940,1,A5,230000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,760,1950,1,A2,230000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,760,1930,1,A2,265000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,760,1950,1,A5,360000
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,10301,1,0,760,1940,1,A1,565000
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,760,2016,1,A1,870603
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,760,1955,1,A2,530000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,760,1899,1,A2,170992
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,765,1963,1,A2,640000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11413,1,0,768,1950,1,A2,355000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,768,1955,1,A2,420000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,768,1955,1,A2,465000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,768,1955,1,A2,620000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11434,2,0,774,1950,1,B3,720000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,774,1960,1,A2,400000
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,10310,1,0,775,1990,1,A5,378500
5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,775,1950,1,A2,458000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,779,1950,1,A2,390000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,779,1950,1,A2,220000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,779,1950,1,B3,450000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,779,1950,1,B3,263640
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,779,1950,1,B3,559352
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,780,1945,1,A5,420000
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,780,1995,1,A5,347500
5,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,780,1995,1,A5,227136
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,780,1955,1,A2,430000
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS                    ,10306,1,0,780,1994,1,A5,350000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,784,1930,1,A1,1000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,784,1925,1,A1,225000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,784,1925,1,A5,375000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,784,1925,1,A5,150500
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,784,1925,1,A5,320000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,784,1920,1,A6,131719
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,784,1950,1,A2,403065
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS                    ,10309,1,0,784,1940,1,A2,500000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,786,1925,1,A9,105000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,786,1925,1,A9,60000
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,10305,2,0,788,1935,1,B2,450000
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,792,1960,1,A2,408000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,792,1955,1,A2,530250
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,794,1920,1,A1,206000
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,10303,2,0,795,1950,1,B3,485000
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,796,1925,1,A2,300000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,796,1930,1,A2,350000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,798,1925,1,A1,375000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,798,1930,1,A2,1175000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,800,1960,1,A5,350000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,800,1940,1,A5,410000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,800,1940,1,A5,128500
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,800,1930,1,A2,345500
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,800,1950,1,A5,370000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11433,1,0,800,1945,1,A5,275000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11433,1,0,800,1945,1,A9,345000
4,WHITESTONE,29 COMMERCIAL GARAGES                      ,11357,0,1,800,1930,4,G2,280000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10306,1,0,800,1950,1,A1,470000
5,MANOR HEIGHTS,02 TWO FAMILY DWELLINGS                    ,10314,2,0,800,1960,1,B2,625000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,800,1930,1,A6,350000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,800,1955,1,A2,437000
5,PORT IVORY,01 ONE FAMILY DWELLINGS                    ,10303,1,0,800,1997,1,A5,233000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,800,1935,1,A1,379000
5,WEST NEW BRIGHTON,29 COMMERCIAL GARAGES                      ,10310,0,1,800,1940,4,G9,440000
5,WEST NEW BRIGHTON,29 COMMERCIAL GARAGES                      ,10310,0,1,800,1940,4,G9,300000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,807,1915,1,A9,405000
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,807,1930,1,A2,215000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,808,1920,1,A1,390000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,808,1930,1,A6,335000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11413,1,0,810,1935,1,A2,290000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,810,1925,1,A9,265000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,810,1925,1,A9,360000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,810,1925,1,A9,115500
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,812,1925,1,A1,463000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,812,1920,1,A1,335000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,812,1925,1,A1,351750
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,812,1925,1,A1,468000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,812,1925,1,A1,225000
