BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1570,1935,1,A1,189000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11412,2,0,1570,1920,1,B3,640000
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1570,1996,1,A5,538000
5,GRANT CITY,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1570,1980,1,A3,1090000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1570,1955,1,A2,1200000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1570,1991,1,A5,3000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1570,1992,1,A5,370000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1570,1990,1,A5,455000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1571,1920,1,A1,625000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1572,1925,1,A1,330000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1572,1925,1,A1,488000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1572,1930,1,A1,535000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1572,1925,1,A1,460000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1572,1925,1,B3,6438
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1572,1925,1,A1,560000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1572,1925,1,A1,520000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1575,1960,1,B2,449000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11413,2,0,1575,1930,1,B3,250000
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,11421,2,0,1575,1920,1,B2,641000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1575,1965,1,A2,655000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1575,1999,1,A5,244291
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,1576,1920,1,A1,500000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1576,1930,1,A1,175000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1576,1935,1,B3,661580
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1576,1987,1,A9,520000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1576,1988,1,A5,415000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1576,1990,1,A5,392000
5,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1577,1920,1,A1,550000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1578,1910,1,A1,555000
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,1578,1940,1,A1,600000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1578,2006,1,A5,480000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1578,2016,1,A1,519205
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1578,2016,1,A1,514216
5,STAPLETON-CLIFTON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1578,2015,1,A5,405498
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1579,1986,1,A5,437500
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11428,1,0,1580,1920,1,A1,10000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11429,2,0,1580,1930,1,B2,645000
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1580,2004,1,A5,539900
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1580,2004,1,A5,542000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1580,1899,1,A1,260000
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS                    ,10314,2,0,1580,1975,1,B2,740000
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,10307,2,0,1580,2005,1,B2,700000
5,TRAVIS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1580,1925,1,A1,430000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1580,1920,1,A1,525000
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS                    ,10314,2,0,1580,2015,1,B2,539662
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS                    ,10314,2,0,1580,2015,1,B2,539662
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1581,1965,1,A1,290000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1581,1965,1,A1,370000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11413,2,0,1581,1930,1,B3,385000
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1581,1925,1,A1,435000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11419,1,0,1582,1925,1,A1,742000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1582,1955,1,B3,645000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11428,2,0,1584,1920,1,B3,300000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1584,1915,1,B3,530000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1584,1945,1,B3,680000
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,11385,2,0,1584,1910,1,B2,800000
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,11422,2,0,1584,2006,1,B2,655000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11436,1,0,1584,1920,1,A1,430000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1584,1930,1,B3,318000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1584,1966,1,B2,591000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1584,1910,1,A1,500000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11435,2,0,1584,1925,1,B3,410000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1584,1955,1,A1,480000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1584,2006,1,B2,640000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11413,2,0,1584,1915,1,B3,497000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1584,1920,1,A1,193400
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1584,1920,1,A1,410000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11412,2,0,1584,1925,1,B3,699000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11412,2,0,1584,1925,1,B3,385000
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,1584,1960,1,A5,720000
4,WOODSIDE,01 ONE FAMILY DWELLINGS                    ,11377,1,0,1584,1940,1,A5,750000
4,WOODSIDE,02 TWO FAMILY DWELLINGS                    ,11377,2,0,1584,1910,1,B2,1050000
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1584,1988,1,A5,475000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1584,1975,1,A5,499900
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1584,1975,1,A5,300000
5,CONCORD,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1584,2004,1,A5,488000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,1955,1,A2,680000
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,2004,1,A5,570000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1584,1994,1,A5,605000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1584,1899,1,A1,340000
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,10303,2,0,1584,2003,1,B2,410000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,1584,1920,1,B2,417000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,2004,1,A1,610000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,2004,1,A1,573000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,1935,1,A1,700000
5,ROSEBANK,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1584,2002,1,B9,642515
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1584,1996,1,A5,585000
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1584,1996,1,B2,560037
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1584,1955,1,A1,735000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1584,1899,1,A1,415000
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,10310,2,0,1584,1997,1,B2,171000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1586,1960,1,A5,420000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1586,1930,1,A1,5000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1586,1930,1,A1,145000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1586,1945,1,A5,240000
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1586,1920,1,A1,490000
2,BATHGATE,01 ONE FAMILY DWELLINGS                    ,10457,1,0,1587,1899,1,A1,140000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1590,1940,1,A1,1050000
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,11385,2,0,1590,1925,1,B3,650000
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1590,2002,1,B2,725000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1590,1998,1,A5,515000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1590,1998,1,A5,520000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11435,1,0,1592,1915,1,A1,550000
4,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,11377,2,0,1592,1940,1,B1,625000
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1592,2007,1,A5,579000
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1592,2005,1,B2,573000
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1592,2007,1,B2,610000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1592,1930,1,A1,1135000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1592,1998,1,A5,580000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1593,1899,1,A1,350000
5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1594,1920,1,A1,430000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1988,1,A5,380000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1988,1,A5,265000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1988,1,A5,400000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1988,1,A5,415000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1988,1,A5,358000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1595,1995,1,A5,350000
5,SUNNYSIDE,02 TWO FAMILY DWELLINGS                    ,10301,2,0,1595,1950,1,B3,510000
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS                    ,11418,1,0,1596,1920,1,A5,390000
4,ROSEDALE,02 TWO FAMILY DWELLINGS                    ,11422,2,0,1596,1920,1,B3,404586
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1596,1955,1,B2,635000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11411,1,0,1596,1925,1,A1,354350
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1596,1950,1,B3,770000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11412,2,0,1596,1930,1,B3,313750
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1596,1965,1,A2,300000
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS                    ,10301,2,0,1596,1925,1,B2,290000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1596,1925,1,A1,390000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1596,1925,1,A1,580000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1598,1925,1,A1,450000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1598,1980,1,A5,535000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1598,1999,1,A5,475000
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS                    ,10302,1,0,1598,1915,1,A1,240500
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1599,1950,1,A2,560000
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11417,2,0,1600,1940,1,B3,350000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11429,2,0,1600,1960,1,B2,465000
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS                    ,11429,2,0,1600,1960,1,B2,545900
4,QUEENS VILLAGE,29 COMMERCIAL GARAGES                      ,11429,0,1,1600,1950,4,G2,1070000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1600,1929,1,A1,650000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1600,1932,1,A5,726000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1600,1932,1,A5,815000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1600,1932,1,A5,750000
4,REGO PARK,01 ONE FAMILY DWELLINGS                    ,11374,1,0,1600,1932,1,A5,361990
4,REGO PARK,02 TWO FAMILY DWELLINGS                    ,11374,2,0,1600,1932,1,B3,773000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11418,2,0,1600,2007,1,B1,400000
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS                    ,11419,2,0,1600,1930,1,B2,700000
4,RIDGEWOOD,01 ONE FAMILY DWELLINGS                    ,11385,1,0,1600,1920,1,A9,775000
4,ROSEDALE,01 ONE FAMILY DWELLINGS                    ,11422,1,0,1600,1970,1,A5,460000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1600,1998,1,B1,618000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1600,1930,1,B3,605000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1600,1930,1,B3,565000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1600,1945,1,B3,355000
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS                    ,11436,2,0,1600,1960,1,B3,555000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1915,1,B3,515000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1910,1,B2,670000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1999,1,B3,600000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1935,1,B1,625000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1935,1,B1,508000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1935,1,B1,630000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1920,1,B1,550000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1920,1,B1,574000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1920,1,B1,395000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,25000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,335000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,223000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,629000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,165000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B2,669000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,204500
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1600,1930,1,B1,395000
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS                  ,11433,3,0,1600,1930,1,C0,560000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1600,1920,1,A1,700000
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,11420,1,0,1600,1950,1,A5,490000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1600,1940,1,B3,578000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1600,1920,1,B3,410000
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1600,1935,1,A5,353500
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1600,1955,1,B3,270000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11434,2,0,1600,1940,1,B3,579000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1600,1920,1,A1,370000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11412,1,0,1600,1925,1,A1,545000
4,WHITESTONE,01 ONE FAMILY DWELLINGS                    ,11357,1,0,1600,1920,1,A9,1025000
4,WOODSIDE,02 TWO FAMILY DWELLINGS                    ,11377,2,0,1600,1925,1,B1,940000
5,ANNADALE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,2000,1,A1,520000
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1600,2004,1,B9,590000
5,ANNADALE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1600,2004,1,B9,625000
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1975,1,A5,475000
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,1997,1,A5,543500
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1600,2004,1,A5,595000
5,CLOVE LAKES,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1600,2004,1,A5,515000
5,DONGAN HILLS,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1600,1993,1,A5,445000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1970,1,A5,481000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1970,1,A5,470000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1994,1,A5,480000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1978,1,A1,440000
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1935,1,A1,690000
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,10312,2,0,1600,1993,1,B2,565000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,2001,1,A5,325000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1944,1,A2,490000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10312,1,0,1600,1987,1,A5,480000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1600,1970,1,A1,650000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1600,1975,1,A1,585000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1600,1970,1,A1,530000
5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1600,1930,1,A1,650000
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,1965,1,A1,776000
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,10303,1,0,1600,1935,1,A1,375000
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS                    ,10303,2,0,1600,1930,1,B2,360000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1975,1,A5,489000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1975,1,A5,420000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1997,1,A5,374000
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1991,1,A5,475000
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS                    ,10306,2,0,1600,1998,1,B9,558000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1996,1,A5,529000
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1994,1,A5,545000
5,NEW DORP-HEIGHTS,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1965,1,A5,620000
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,2000,1,A5,529999
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,1988,1,A5,430000
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,1987,1,A5,330000
5,OAKWOOD-BEACH,01 ONE FAMILY DWELLINGS                    ,10306,1,0,1600,1980,1,A5,600000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,1600,2003,1,B9,380000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,1600,2003,1,B9,425000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,1600,2002,1,B9,480000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1600,1991,1,A5,375000
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1600,1991,1,A5,50000
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,1999,1,A5,522500
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,1997,1,A5,584900
5,ROSSVILLE,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,1997,1,A5,532500
5,SILVER LAKE,01 ONE FAMILY DWELLINGS                    ,10310,1,0,1600,1970,1,A1,785000
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1600,2005,1,B9,695000
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1600,1999,1,B9,625000
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,10307,2,0,1600,1993,1,B9,574900
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS                    ,10307,2,0,1600,1994,1,B9,649000
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS                    ,10301,1,0,1600,1935,1,A1,510000
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,2003,1,A5,525000
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS                    ,10314,1,0,1600,2000,1,A5,555000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,2002,1,A5,570000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,2002,1,A5,573000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,2002,1,A5,551500
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,2001,1,A5,490000
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,10309,1,0,1600,2001,1,A5,489000
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS                    ,11433,2,0,1602,1920,1,B3,225000
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,11413,2,0,1602,1940,1,B3,750000
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS                    ,10302,2,0,1602,1930,1,B2,390000
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,11421,2,0,1603,1925,1,B3,620000
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,11429,1,0,1604,1935,1,A1,500000
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,10308,1,0,1604,1975,1,A5,475000
5,SOUTH BEACH,02 TWO FAMILY DWELLINGS                    ,10305,2,0,1604,1925,1,B2,656000
5,STAPLETON,01 ONE FAMILY DWELLINGS                    ,10304,1,0,1604,1899,1,A1,465000
5,ARROCHAR-SHORE ACRES,01 ONE FAMILY DWELLINGS                    ,10305,1,0,1606,1910,1,A1,305000
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1608,1930,1,A1,490000
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,11433,1,0,1608,1925,1,A1,450000
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS                    ,11420,2,0,1608,1920,1,B3,490000
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1608,1925,1,A1,440500
4,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,11434,1,0,1608,1925,1,A1,420000
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,11429,2,0,1608,1925,1,B1,550000
